# post-mediated xDR export — synthetic, generated by gen-postmed-xdr.py
REC_SEQ|MED_FILE_ID|SWITCH_ID|REC_TYPE|IMSI|MSISDN|OTHER_PARTY|CELL_ID|APN|START_AT|EVENT_DATE|DURATION_SEC|BYTES_UP|BYTES_DOWN|RATED_AMOUNT|CURRENCY|ROAM_FLAG|MED_STATUS
20260902-000036|MED-20260902-001|MSC-NORTH-02|SMS|001190144579808|995499609695|998461632032|35474-074|NULL|2026-09-02 20:14:44|2026-09-02|0|||0.0404|XTS|HOME|RATED
20260902-000037|MED-20260902-001|MME-SOUTH-03|DATA|001190024388775|992192381211|N/A|20664-250|ims.test|2026-09-02 03:42:34|2026-09-02|5389|2090764|17712791|0.2653|XTS|NATIONAL|RATED
20260902-000038|MED-20260902-001|MSC-NORTH-01|VOICE|001190491655526|994400983974|999904528752|07108-006|NULL|2026-09-02 08:07:10|2026-09-02|1562|||1.7156|XTS|HOME|RATED
20260902-000039|MED-20260902-001|SGSN-CENTRAL-01|DATA|001030505344415|995372450159|N/A|00958-114|internet.test|2026-09-02 14:55:04|2026-09-02|5648|2909959|77597342|0.2760|XTS|HOME|RATED
20260902-000040|MED-20260902-001|MSC-NORTH-01|VOICE|001190603940456|991223428712|999784256466|32133-013|NULL|2026-09-02 12:14:02|2026-09-02|1671|||8.2753|XTS|INTL|RATED
20260902-000041|MED-20260902-001|MSC-NORTH-01|VOICE|001060591816288|993072990338|996583303907|63031-133|NULL|2026-09-02 14:10:17|2026-09-02|173|||0.9793|XTS|INTL|RATED
20260902-000042|MED-20260902-001|MSC-NORTH-02|SMS|001060417032587|991022169064|995886381667|27567-118|NULL|2026-09-02 20:13:26|2026-09-02|0|||0.0565|XTS|HOME|RATED
20260902-000043|MED-20260902-001|MSC-NORTH-01|VOICE|001060769812249|995988064355|997434524683|49368-025|NULL|2026-09-02 12:58:57|2026-09-02|917|||1.9226|XTS|HOME|RATED
20260902-000044|MED-20260902-001|MSC-NORTH-02|SMS|001190701934708|994818792590|994090875642|44115-111|NULL|2026-09-02 07:08:42|2026-09-02|0|||0.0605|XTS|NATIONAL|RATED
20260902-000045|MED-20260902-001|MSC-NORTH-01|VOICE|001190768121208|997455153722|999650125895|41806-026|NULL|2026-09-02 15:11:41|2026-09-02|1976|||4.5314|XTS|HOME|RATED
20260902-000046|MED-20260902-001|MSC-NORTH-01|SMS|001190947030070|998473188913|993740035513|46780-229|NULL|2026-09-02 15:03:24|2026-09-02|0|||0.0471|XTS|HOME|RATED
20260902-000047|MED-20260902-001|MSC-NORTH-02|SMS|001030330658398|997629450389|996014170025|01352-023|NULL|2026-09-02 04:32:09|2026-09-02|0|||0.0525|XTS|HOME|RATED
20260902-000048|MED-20260902-001|MSC-NORTH-02|VOICE|001190592357519|990949116042|995362448386|15943-050|NULL|2026-09-02 12:08:48|2026-09-02|1021||||XTS|NATIONAL|UNRATED
20260902-000049|MED-20260902-001|MSC-NORTH-01|SMS|001190839269471|993306089002|992726185049|56824-024|NULL|2026-09-02 15:38:27|2026-09-02|0|||0.0632|XTS|INTL|RATED
20260902-000050|MED-20260902-001|MSC-NORTH-01|VOICE|001060812378841|992595880040|998031343773|46379-131|NULL|2026-09-02 11:41:25|2026-09-02|2648|||11.5794|XTS|INTL|RATED
20260902-000051|MED-20260902-001|MME-SOUTH-03|DATA|001060227084190|998554723714|N/A|57607-143|mms.test|2026-09-02 02:22:10|2026-09-02|3287|3524757|56731359|0.1021|XTS|INTL|RATED
20260902-000052|MED-20260902-001|MME-SOUTH-03|DATA|001190840357542|993280634656|N/A|13639-240|internet.test|2026-09-02 21:43:06|2026-09-02|5297|4256851|246424|0.0597|XTS|INTL|RATED
20260902-000053|MED-20260902-001|MSC-NORTH-02|SMS|001030155074475|995978677280|997645177631|04293-095|NULL|2026-09-02 16:12:58|2026-09-02|0|||0.0197|XTS|HOME|RATED
20260902-000054|MED-20260902-001|MSC-NORTH-02|SMS|001030728676395|996794224572|997180961219|51171-104|NULL|2026-09-02 22:18:06|2026-09-02|0|||0.0365|XTS|HOME|RATED
20260902-000055|MED-20260902-001|MSC-NORTH-01|SMS|001030803653992|993643968088|995902301488|05388-207|NULL|2026-09-02 03:02:52|2026-09-02|0|||0.0562|XTS|HOME|RATED
20260902-000056|MED-20260902-001|MSC-NORTH-01|VOICE|001030621371897|998388830401|996952486113|52693-188|NULL|2026-09-02 22:34:48|2026-09-02|1917|||6.3402|XTS|NATIONAL|RATED
20260902-000057|MED-20260902-001|MSC-NORTH-02|VOICE|001030876334878|994195703832|997223820982|47540-036|NULL|2026-09-02 12:15:43|2026-09-02|2050||||XTS|HOME|UNRATED
20260902-000058|MED-20260902-001|MSC-NORTH-02|VOICE|001190380952447|995110864939|992985007446|37870-236|NULL|2026-09-02 22:50:24|2026-09-02|1735|||7.1288|XTS|HOME|RATED
20260902-000059|MED-20260902-001|SGSN-CENTRAL-01|DATA|001190212384430|998490492156|N/A|55279-053|internet.test|2026-09-02 07:15:33|2026-09-02|6030|35506|22239340|0.3557|XTS|HOME|RATED
20260902-000060|MED-20260902-001|SGSN-CENTRAL-01|DATA|001030794919171|996971682312|N/A|32107-000|internet.test|2026-09-02 14:26:05|2026-09-02|3750|1847840|46449533|0.8092|XTS|INTL|RATED
20260902-000061|MED-20260902-001|MSC-NORTH-02|VOICE|001060288133166|990616447237|998893750629|18416-040|NULL|2026-09-02 20:36:50|2026-09-02|3207|||9.8630|XTS|HOME|RATED
20260902-000062|MED-20260902-001|MSC-NORTH-01|VOICE|001060910219294|994855324653|995600426642|55182-031|NULL|2026-09-02 02:41:48|2026-09-02|2654|||10.5444|XTS|HOME|RATED
20260902-000063|MED-20260902-001|MME-SOUTH-03|DATA|001030564397177|995400987941|N/A|19097-007|internet.test|2026-09-02 23:30:44|2026-09-02|2576|3261893|10289872|0.2215|XTS|NATIONAL|RATED
20260902-000064|MED-20260902-001|MSC-NORTH-02|SMS|001030495178412|999045966333|998312070256|38348-011|NULL|2026-09-02 00:17:34|2026-09-02|0|||0.0532|XTS|NATIONAL|RATED
20260902-000065|MED-20260902-001|MSC-NORTH-02|VOICE|001030088699818|997933959175|992853683804|37782-009|NULL|2026-09-02 02:56:54|2026-09-02|1221|||0.7565|XTS|NATIONAL|RATED
20260902-000066|MED-20260902-001|MME-SOUTH-03|DATA|001190589970853|995066345652|N/A|30257-172|ims.test|2026-09-02 07:44:22|2026-09-02|6302|2716760|66513638|0.9082|XTS|HOME|RATED
20260902-000067|MED-20260902-001|MSC-NORTH-02|VOICE|001190753263703|998178279963|994766370479|51003-213|NULL|2026-09-02 16:03:09|2026-09-02|680|||3.1653|XTS|INTL|SUSPENSE
20260902-000068|MED-20260902-001|MSC-NORTH-02|VOICE|001190498465515|990188599883|996079237146|24264-176|NULL|2026-09-02 17:49:26|2026-09-02|2481||||XTS|HOME|UNRATED
20260902-000069|MED-20260902-001|MSC-NORTH-01|VOICE|001190958154809|995243207576|990600511468|49696-024|NULL|2026-09-02 13:44:31|2026-09-02|2273|||4.7802|XTS|HOME|RATED
20260902-000070|MED-20260902-001|SGSN-CENTRAL-01|DATA|001190681912131|996028692862|N/A|20623-111|mms.test|2026-09-02 19:41:01|2026-09-02|3069|3529923|61621182|0.5798|XTS|NATIONAL|RATED
20260902-000071|MED-20260902-001|SGSN-CENTRAL-01|DATA|001190592301639|998401613121|N/A|39622-170|internet.test|2026-09-02 15:18:57|2026-09-02|1615|1745459|34932906|0.6756|XTS|HOME|RATED
20260902-000072|MED-20260902-001|MSC-NORTH-01|SMS|001060553889466|997073005556|990184815680|35078-095|NULL|2026-09-02 18:39:12|2026-09-02|0|||0.0555|XTS|HOME|RATED
20260902-000073|MED-20260902-001|MSC-NORTH-01|VOICE|001060128974758|993527660849|996815666378|36266-020|NULL|2026-09-02 08:28:50|2026-09-02|1690|||3.9856|XTS|HOME|RATED
20260902-000074|MED-20260902-001|SGSN-CENTRAL-01|DATA|001190118039585|997500539720|N/A|64976-224|internet.test|2026-09-02 16:35:47|2026-09-02|1423|4598511|51288445||XTS|HOME|UNRATED
20260902-000075|MED-20260902-001|MSC-NORTH-01|VOICE|001030335450534|993252296954|991645719689|33040-070|NULL|2026-09-02 19:35:36|2026-09-02|312||||XTS|NATIONAL|UNRATED
20260902-000076|MED-20260902-001|MSC-NORTH-02|VOICE|001190559298680|998954495520|994860335967|12399-051|NULL|2026-09-02 16:08:22|2026-09-02|2499|||9.2719|XTS|HOME|RATED
20260902-000077|MED-20260902-001|MME-SOUTH-03|DATA|001060220012663|998352507150|N/A|11027-015|internet.test|2026-09-02 12:42:30|2026-09-02|2963|454143|26772154|0.0746|XTS|HOME|RATED
20260902-000078|MED-20260902-001|MSC-NORTH-01|VOICE|001190145525178|994361153589|993658108034|31451-177|NULL|2026-09-02 03:05:20|2026-09-02|1745|||6.6551|XTS|NATIONAL|RATED
20260902-000079|MED-20260902-001|MSC-NORTH-01|VOICE|001060777560792|999214725652|993061151408|51239-008|NULL|2026-09-02 07:28:50|2026-09-02|3384||||XTS|HOME|UNRATED
20260902-000080|MED-20260902-001|MME-SOUTH-03|DATA|001190298500305|995621136633|N/A|47514-111|internet.test|2026-09-02 12:43:09|2026-09-02|6951|666856|21076905|0.0717|XTS|NATIONAL|RATED
20260902-000081|MED-20260902-001|MSC-NORTH-02|VOICE|001060550072735|997561373705|991884957771|28088-108|NULL|2026-09-02 10:30:25|2026-09-02|3514|||2.9423|XTS|HOME|RATED
20260902-000082|MED-20260902-001|SGSN-CENTRAL-01|DATA|001030657867578|990710839272|N/A|62316-027|ims.test|2026-09-02 04:59:47|2026-09-02|4295|3549172|37694835|0.4951|XTS|NATIONAL|RATED
20260902-000083|MED-20260902-001|MSC-NORTH-01|VOICE|001030859224373|991990277390|997361389875|29400-123|NULL|2026-09-02 20:31:21|2026-09-02|1492|||3.2128|XTS|NATIONAL|RATED
20260902-000084|MED-20260902-001|MSC-NORTH-02|SMS|001060211714100|996453536379|990937628409|26037-107|NULL|2026-09-02 05:19:12|2026-09-02|0||||XTS|HOME|UNRATED
20260902-000085|MED-20260902-001|MSC-NORTH-01|VOICE|001030091911558|999256343532|992084241308|49700-070|NULL|2026-09-02 20:36:53|2026-09-02|1510|||3.4302|XTS|NATIONAL|RATED
20260902-000086|MED-20260902-001|SGSN-CENTRAL-01|DATA|001030561065942|997531710793|N/A|31349-123|internet.test|2026-09-02 06:47:41|2026-09-02|1908|4726899|19941078|0.2526|XTS|NATIONAL|RATED
20260902-000087|MED-20260902-001|MSC-NORTH-02|VOICE|001060372704718|999205964437|997426036958|40843-165|NULL|2026-09-02 04:45:16|2026-09-02|3374|||12.3002|XTS|HOME|RATED
20260902-000088|MED-20260902-001|MME-SOUTH-03|DATA|001190176846191|999354886775|N/A|18193-113|internet.test|2026-09-02 04:44:06|2026-09-02|532|4976322|29943514|0.4216|XTS|HOME|RATED
20260902-000089|MED-20260902-001|MSC-NORTH-01|SMS|001060831689039|998874225294|990607280007|34122-158|NULL|2026-09-02 06:49:53|2026-09-02|0|||0.0569|XTS|HOME|RATED
20260902-000090|MED-20260902-001|MSC-NORTH-02|SMS|001060173161623|997964757243|996655669643|15877-171|NULL|2026-09-02 21:48:13|2026-09-02|0|||0.0424|XTS|HOME|RATED
20260902-000091|MED-20260902-001|MSC-NORTH-02|VOICE|001060040694433|997108650210|990049042249|08687-147|NULL|2026-09-02 18:07:24|2026-09-02|869|||0.9217|XTS|INTL|RATED
20260902-000092|MED-20260902-001|MSC-NORTH-02|VOICE|001190885708333|992315538916|992343610732|54222-113|NULL|2026-09-02 04:40:26|2026-09-02|369|||0.1480|XTS|HOME|RATED
20260902-000093|MED-20260902-001|MSC-NORTH-01|SMS|001190088379214|999133617271|993973647893|54977-051|NULL|2026-09-02 13:09:19|2026-09-02|0|||0.0333|XTS|HOME|RATED
20260902-000094|MED-20260902-001|SGSN-CENTRAL-01|DATA|001060515715656|994476059882|N/A|03729-142|ims.test|2026-09-02 11:01:49|2026-09-02|7019|1836706|15958640|0.2571|XTS|HOME|RATED
20260902-000095|MED-20260902-001|MSC-NORTH-02|SMS|001060770177172|996305469017|994168214863|16959-166|NULL|2026-09-02 04:36:33|2026-09-02|0||||XTS|HOME|UNRATED
20260902-000096|MED-20260902-001|MSC-NORTH-02|VOICE|001190147123710|999933449313|995389335676|20843-091|NULL|2026-09-02 03:28:06|2026-09-02|1459|||4.0174|XTS|HOME|RATED
20260902-000097|MED-20260902-001|SGSN-CENTRAL-01|DATA|001030685955689|995124750300|N/A|06064-146|mms.test|2026-09-02 20:45:50|2026-09-02|4643|2535005|20572093|0.2265|XTS|INTL|RATED
20260902-000098|MED-20260902-001|SGSN-CENTRAL-01|DATA|001190051069439|992068011249|N/A|25148-051|internet.test|2026-09-02 06:52:16|2026-09-02|294|2587102|23843143|0.4296|XTS|HOME|RATED
20260902-000099|MED-20260902-001|MME-SOUTH-03|DATA|001190689398819|991843122041|N/A|44441-202|mms.test|2026-09-02 06:18:32|2026-09-02|6271|46776|75961198|0.7652|XTS|INTL|RATED
20260902-000100|MED-20260902-001|SGSN-CENTRAL-01|DATA|001060900044033|990287115112|N/A|57215-107|mms.test|2026-09-02 05:01:35|2026-09-02|1306|1004126|71634206|0.9365|XTS|HOME|RATED
20260902-000101|MED-20260902-001|MME-SOUTH-03|DATA|001060485932565|998321297005|N/A|04781-092|internet.test|2026-09-02 10:02:13|2026-09-02|5235|759375|35063332|0.1439|XTS|NATIONAL|RATED
20260902-000102|MED-20260902-001|MSC-NORTH-02|SMS|001190571978862|990056750536|996867323266|16718-250|NULL|2026-09-02 23:48:19|2026-09-02|0|||0.0416|XTS|HOME|RATED
20260902-000103|MED-20260902-001|MSC-NORTH-01|VOICE|001190308903560|994050315041|992632399611|32742-121|NULL|2026-09-02 19:36:08|2026-09-02|1782|||2.9711|XTS|HOME|RATED
20260902-000104|MED-20260902-001|MME-SOUTH-03|DATA|001190280603950|994284082437|N/A|60132-139|internet.test|2026-09-02 09:41:46|2026-09-02|3344|2719853|79736519|0.5371|XTS|HOME|RATED
20260902-000105|MED-20260902-001|MSC-NORTH-01|VOICE|001030665346167|994685517209|999716430492|36498-064|NULL|2026-09-02 15:18:32|2026-09-02|2849||||XTS|INTL|UNRATED
20260902-000106|MED-20260902-001|MSC-NORTH-02|VOICE|001060998708499|990810139986|996979447997|33279-066|NULL|2026-09-02 18:12:40|2026-09-02|1222|||5.4615|XTS|HOME|SUSPENSE
20260902-000107|MED-20260902-001|MSC-NORTH-01|SMS|001190900411978|994785257335|999044220130|59405-220|NULL|2026-09-02 04:01:54|2026-09-02|0|||0.0706|XTS|HOME|RATED
20260902-000108|MED-20260902-001|MSC-NORTH-01|VOICE|001030670562863|997172474802|993686388225|25841-186|NULL|2026-09-02 01:28:21|2026-09-02|1465|||0.8234|XTS|HOME|RATED
20260902-000109|MED-20260902-001|MME-SOUTH-03|DATA|001060726948786|994227603933|N/A|42268-146|mms.test|2026-09-02 14:39:58|2026-09-02|3999|3531710|75716412|0.4329|XTS|HOME|SUSPENSE
20260902-000110|MED-20260902-001|MSC-NORTH-01|SMS|001190822440336|994709461182|991051453498|36054-056|NULL|2026-09-02 07:27:53|2026-09-02|0|||0.0742|XTS|HOME|RATED
20260902-000111|MED-20260902-001|MSC-NORTH-02|SMS|001060863526832|995633310600|990851220945|64940-040|NULL|2026-09-02 22:50:12|2026-09-02|0|||0.0216|XTS|HOME|RATED
20260902-000112|MED-20260902-001|MSC-NORTH-01|VOICE|001190401920641|992017103266|997959786950|56412-248|NULL|2026-09-02 20:13:13|2026-09-02|1086||||XTS|HOME|UNRATED
20260902-000113|MED-20260902-001|MSC-NORTH-01|SMS|001190483351502|997997356482|992124134841|31756-171|NULL|2026-09-02 14:55:23|2026-09-02|0|||0.0752|XTS|HOME|RATED
20260902-000114|MED-20260902-001|MSC-NORTH-01|VOICE|001060019327910|992866930319|991602415860|40625-009|NULL|2026-09-02 05:48:49|2026-09-02|1515|||4.6182|XTS|NATIONAL|RATED
20260902-000115|MED-20260902-001|SGSN-CENTRAL-01|DATA|001190116876976|995289468355|N/A|00287-136|mms.test|2026-09-02 10:40:38|2026-09-02|4585|2959453|52991801||XTS|HOME|UNRATED
20260902-000116|MED-20260902-001|MSC-NORTH-02|SMS|001190727196110|997144269330|997580415858|17783-132|NULL|2026-09-02 04:04:03|2026-09-02|0|||0.0449|XTS|NATIONAL|RATED
20260902-000117|MED-20260902-001|MSC-NORTH-01|SMS|001190106555724|998264820012|993846121199|48303-072|NULL|2026-09-02 10:42:08|2026-09-02|0|||0.0488|XTS|HOME|RATED
20260902-000118|MED-20260902-001|MME-SOUTH-03|DATA|001030887436418|992257633844|N/A|39912-026|ims.test|2026-09-02 22:12:23|2026-09-02|4592|557039|42262796||XTS|HOME|UNRATED
20260902-000119|MED-20260902-001|MSC-NORTH-02|VOICE|001190396642198|991906240157|999556921519|24940-184|NULL|2026-09-02 15:35:08|2026-09-02|1322|||7.3687|XTS|HOME|RATED
20260902-000120|MED-20260902-001|MSC-NORTH-01|VOICE|001030073554020|995564793601|996895795545|55679-137|NULL|2026-09-02 11:44:00|2026-09-02|1794|||7.5508|XTS|HOME|RATED
20260902-000121|MED-20260902-001|SGSN-CENTRAL-01|DATA|001060974764746|999056861054|N/A|45008-089|ims.test|2026-09-02 17:28:14|2026-09-02|6381|3691364|33801483|0.5782|XTS|HOME|RATED
20260902-000122|MED-20260902-001|SGSN-CENTRAL-01|DATA|001030193413792|994560009270|N/A|01847-150|internet.test|2026-09-02 01:50:11|2026-09-02|4266|3566380|6485521|0.1331|XTS|HOME|RATED
20260902-000123|MED-20260902-001|SGSN-CENTRAL-01|DATA|001190222034000|996748087421|N/A|14564-196|mms.test|2026-09-02 23:12:32|2026-09-02|4534|4290254|34430173|0.0402|XTS|HOME|RATED
20260902-000124|MED-20260902-001|MME-SOUTH-03|DATA|001030267687284|992893029696|N/A|42376-149|mms.test|2026-09-02 21:59:38|2026-09-02|5545|1161246|76607625|0.0753|XTS|INTL|RATED
20260902-000125|MED-20260902-001|MME-SOUTH-03|DATA|001190398120724|999411224519|N/A|56009-161|ims.test|2026-09-02 04:59:01|2026-09-02|1818|1143179|20280272|0.0941|XTS|HOME|RATED
20260902-000126|MED-20260902-001|MSC-NORTH-02|SMS|001060356372149|996093854501|991530365797|33658-064|NULL|2026-09-02 06:34:17|2026-09-02|0|||0.0150|XTS|NATIONAL|RATED
20260902-000127|MED-20260902-001|MME-SOUTH-03|DATA|001060745592512|991343554622|N/A|44790-061|ims.test|2026-09-02 08:36:01|2026-09-02|197|2512412|67428110|0.7319|XTS|INTL|RATED
20260902-000128|MED-20260902-001|MSC-NORTH-01|VOICE|001060389347782|990288367541|990539303407|53085-057|NULL|2026-09-02 22:18:28|2026-09-02|1917|||3.8160|XTS|HOME|RATED
20260902-000129|MED-20260902-001|MSC-NORTH-02|VOICE|001190684147983|999381434163|992577070448|19725-229|NULL|2026-09-02 01:30:31|2026-09-02|941|||2.9935|XTS|HOME|RATED
20260902-000130|MED-20260902-001|MSC-NORTH-02|VOICE|001030233892935|997662416241|997674891998|19987-161|NULL|2026-09-02 11:03:12|2026-09-02|1176|||6.0769|XTS|NATIONAL|RATED
20260902-000131|MED-20260902-001|MME-SOUTH-03|DATA|001030477093724|996829970397|N/A|45864-136|internet.test|2026-09-02 01:41:39|2026-09-02|574|4376072|8476553|0.0827|XTS|HOME|RATED
20260902-000132|MED-20260902-001|MSC-NORTH-02|VOICE|001030655170237|994934361591|999234702425|38871-015|NULL|2026-09-02 14:37:33|2026-09-02|2416|||13.6982|XTS|INTL|RATED
20260902-000133|MED-20260902-001|MSC-NORTH-01|VOICE|001060613642067|997437924292|999766398460|04328-075|NULL|2026-09-02 19:29:02|2026-09-02|2989|||14.4249|XTS|HOME|SUSPENSE
20260902-000134|MED-20260902-001|MSC-NORTH-01|VOICE|001190629846643|994019361690|994782723344|40884-179|NULL|2026-09-02 19:08:58|2026-09-02|2850|||8.1232|XTS|NATIONAL|RATED
20260902-000135|MED-20260902-001|MSC-NORTH-01|VOICE|001060436467914|998714022961|998298116414|33215-145|NULL|2026-09-02 21:57:42|2026-09-02|1113|||2.1782|XTS|HOME|RATED
20260902-000136|MED-20260902-001|MSC-NORTH-02|VOICE|001060512400909|995988232504|999730106594|00973-253|NULL|2026-09-02 14:42:25|2026-09-02|885|||2.5336|XTS|HOME|RATED
